track,source,url,coverage,reliability,licensing,automation_difficulty,refresh_frequency,confidence,recommendation
import_market,"Section 135AA of the Customs Act, 1962 — statutory text (via Bing AI Overview / search snippets)",https://laws.llmadvocates.com/section,"Statutory text substance (as surfaced in a Bing AI Overview I read via the browser, citing llmadvocates.com/TaxGuru): '(1) If a person publishes any information...furnished to customs by an exporter or importer...relating to the value or classification or quantity of goods entered for export or import...along with the identity of the person...[criminal penalty]. (2) Nothing contained in this section shall apply to (a) any publication made by or on behalf of the Central Government; (b) data sourced from such publication for trade trend analysis and dissemination.'","IMPORTANT CAVEAT: I could NOT directly load the primary source. The exact URL https://laws.llmadvocates.com/section-135aa-of-the-customs-act1962-protection-of-data/ returned a 404 'Not Found' page when I navigated to it directly. Similarly, https://sooperkanoon.com/customs-act-1962-section-135aa failed to load any content, https://www.indiacode.nic.in returned 403 Forbidden, taxguru.in's specific article URL 404'd, and www.taxtmi.com's bare-act URL returned 'Access denied.' The statutory text quoted above is therefore only corroborated via a Bing-generated AI Overview summary (which itself cites these sources) plus matching secondary reporting (Telegraph India headline 'Modi government gags flow of export-import data', TaxGuru headline 'Govt criminalise illicit publication of Import and Export Data', both dated Feb 2022, seen only as SERP snippets) — I did not independently load and read the full text of any of these three secondary articles either.",,,,Medium,ValueBrew should have Indian legal counsel independently verify the current text and scope of Section 135AA (and whether/how it applies to a foreign SaaS vendor like Volza reselling bill-of-lading-sourced data to an Indian company) before building a product feature that depends on importer-identity-level Indian trade data.
import_market,tpm.in article on Indian trade data publication history,https://www.tpm.in,Historical narrative on India's trade-data publication policy shifts (2004 Notification 128/2004-Customs enabling publication; 2016 Notification 140/2016-Customs ending mandatory publication; 2022 Section 135AA criminalization; Trade Notice 1/2022 restoring limited DGCI&S access for anti-dumping investigations).,Successfully fetched via WebFetch earlier in this research session (per session history); this is one of the only successful direct fetches of a secondary legal-history source. Not re-fetched in this final pass to confirm the exact URL still resolves.,,,,Medium,"Useful corroborating timeline, but should still be cross-checked against a primary legal source or counsel."
import_market,ZaubaCorp / zauba.company (company registry products — explicitly NOT trade-shipment data),https://www.zaubacorp.com,"MCA/company-registry and corporate-intelligence data, unrelated to import/export shipment records.",Observed/disambiguated during earlier browsing in this session; not re-verified in this final pass.,,,,Medium,Do not use as a substitute for Zauba's original trade-data product — it answers a different question (company registration lookup) than 'who is importing this beer brand.'
scraping_feasibility,Madhuloka (madhuloka.com),https://www.madhuloka.com/shop/category/beer-3,"Verified: robots.txt (200, allows all, lists sitemap.xml). Homepage, /shop, /shop/category/beer-3, and a product detail page (/shop/m000067-carlsberg-miracle-can-500-3401) all returned HTTP 200 with beer product names, prices in INR, brand, and size (e.g. 'Carlsberg India', '500 ml') present in the raw HTML from a plain curl request (no JS execution).",Server header identifies Odoo.sh; no Cloudflare/CAPTCHA/challenge markers observed in headers or body across ~6 fetches.,Not checked — robots.txt permits crawling broadly; no explicit scraping ToS reviewed.,"Low-Medium. BeautifulSoup/requests sufficient — content is fully server-rendered. Pagination via ?page=N query param confirmed working. Category slugs discovered for beer and other alcohol types (beer-3, whisky-7, etc). No JSON API found. Estimate: ~8-16 hours to build a working scraper; low maintenance burden expected, estimate 1-3 hrs/month.",,High,Best candidate of all sources tested for SKU-level beer price/brand/size data. Recommend prioritizing as primary retail-price source.
scraping_feasibility,KSBCL official site,https://ksbcl.karnataka.gov.in/,"Verified: ksbcl.com returns HTTP 301 redirecting to https://ksbcl.karnataka.gov.in/ (confirmed via curl -I), and that target loads (HTTP 200) with Kannada-language government portal content. robots.txt at this domain is fully open ('Disallow:' empty). Found links to PDF documents (e.g. a 'duty slab' PDF) but did not locate a page listing individual beer SKUs/prices/ABV.",No anti-bot/Cloudflare signals observed; plain government CMS.,Government site — likely public information but no explicit terms reviewed.,"Medium — HTML shell is simple/server-rendered, but useful data appears to be inside linked PDFs, requiring pdfplumber-style parsing. Estimate 16-30 hours including PDF parsing; maintenance effort uncertain (PDF structure not examined).",,Medium,"Useful for regulatory/duty/excise reference data, not confirmed useful for per-SKU beer pricing. Flag for follow-up crawl of ERP/OFS login and supplier-list sub-pages."
scraping_feasibility,livingliquidz.com,https://www.livingliquidz.com/,"Verified: every fetch attempt (www and non-www, multiple retries) returned HTTP 503 with an 'App Under Development / under maintenance' HTML page. robots.txt request also returned the same 503 maintenance page.","Consistent across retries — appears to be a genuine outage/maintenance state, not a bot block (no CAPTCHA/Cloudflare challenge markers).",,"Unknown/blocked — cannot assess DOM structure, anti-bot posture, or JS-rendering requirement while the site is down.",,High,Re-check later; cannot commit an effort estimate until the site is back up. Do not build against this source yet.
scraping_feasibility,United Breweries Limited (unitedbreweries.com),https://www.unitedbreweries.com/our-brands,"Verified: robots.txt (200) is a standard Drupal robots file. Homepage 302-redirects to /age-gate/1; the age-gate page and /our-brands both load as HTML (200) once past the redirect, but both are gated by a Drupal form (age_gate_thc_user_form) requiring a birthdate/country submission with a CSRF form_build_id token before real brand content is shown.","Cloudflare-fronted (server: cloudflare, cf-ray headers, __cf_bm and _cfuvid cookies present) but no JS 'checking your browser' challenge or CAPTCHA observed on direct curl requests — blocking mechanism observed was the Drupal age-gate form, not a bot-detection challenge.",,"Medium. Content is server-rendered (Drupal); scraper must programmatically submit the age-gate form (fetch form_build_id token, POST birthdate/country) and manage session cookies. Estimate: 12-20 hours; moderate maintenance risk if Cloudflare bot rules tighten.",,High,"Corporate/brand marketing site — verified pages show brand names/marketing copy, not confirmed to contain per-SKU pricing or ABV tables. Useful for brand metadata only."
scraping_feasibility,Bira 91 (bira91.com),https://bira91.com/,"Verified: bira91.com resolves via DNS to 13.126.12.28 (AWS) and, on repeated HTTPS fetches, consistently returned an Apache2 Ubuntu default 'It works' page rather than a Bira 91 site. A TLS certificate check (openssl s_client) showed the certificate served is for '*.ksmart.live' — an unrelated domain — indicating bira91.com's current infrastructure is not (or no longer) Bira's actual site.",N/A — target site content not actually reachable at this URL as tested.,,Cannot assess — no real Bira 91 content was retrievable at bira91.com in my testing.,,Medium,Do not build a scraper against bira91.com as given. Via search I found two unverified alternative candidate URLs that may be the current Bira 91 web presence: www.bira91.beer and stores.bira91taproom.com — these were NOT directly fetched/confirmed by me and must be independently verified before any engineering commitment.
scraping_feasibility,Kingfisher World (kingfisherworld.com),https://www.kingfisherworld.com/,"Verified: kingfisherworld.com resolves and returns HTTP 200, but the page title is 'GemGP' with meta description 'GemGP by VitalGems - General Practitioners Solutions' and author 'Health E-Solutions B.V.' — a medical/healthcare SaaS app, unrelated to Kingfisher beer.",Confirmed via direct fetch of both robots.txt and root path — same unrelated app content in both.,,N/A — wrong site.,,High,"kingfisherworld.com is not a Kingfisher-beer property. unitedbreweries.com/our-brands lists Kingfisher as a UB brand instead. I attempted https://www.kingfisherbeer.com/ and it failed to resolve/connect, so I cannot confirm any dedicated Kingfisher brand site."
scraping_feasibility,Carlsberg India (carlsbergindia.com),https://www.carlsbergindia.com/,"Verified: robots.txt (200) is an Umbraco-style file (Disallow: /umbraco/, Crawl-delay: 10, lists many Carlsberg Group country-site sitemaps including carlsbergindia.com). Homepage loads (200) with server-rendered brand copy (Carlsberg Smooth, Tuborg Classic, Tuborg Strong Lager, Tuborg Green Lager, Carlsberg Elephant Lager, with launch years and origin country). A guessed 'who-we-are/our-products' sub-path returned 404 — exact product-listing sub-page URL not found.","Cloudflare-fronted (server: cloudflare, cf-ray present) but content returned directly via plain curl with no CAPTCHA/JS-challenge encountered.",,"Low-Medium if the real product-listing URL is found (BeautifulSoup sufficient, server-rendered); estimate 8-15 hours, but exact per-brand detail page structure and ABV/size presence not verified.",,High,"Good candidate for brand metadata (names, launch year, origin) but not verified to contain retail pricing. Respect robots.txt Crawl-delay: 10 (~1 req/10s)."
scraping_feasibility,AB InBev India (abinbevindia.in),https://abinbevindia.in/,"Verified via search (duckduckgo.com/html) that abinbevindia.in is associated with AB InBev India, then directly fetched: root 302-redirects (x-redirect-by: WordPress header) to /consent/, which loads (200) with page title 'ABInBev' and a location/age 'responsible drinking' consent form listing Indian states including Karnataka.",No Cloudflare/CAPTCHA observed; server: nginx; standard WordPress redirect-based age/location gate.,,"Low-Medium — WordPress sites are typically server-rendered; consent gate appears to be a simple redirect/cookie gate, though content behind it was not fetched/verified. Estimate 8-15 hours pending verification.",,Medium,"Plausible AB InBev India site, but domain ownership was inferred only from search results, not confirmed via ab-inbev.com or a press release — treat as unconfirmed canonical domain."
scraping_feasibility,Heineken India presence (heineken.com/in/en/home),https://www.heineken.com/in/en/home,"Verified: www.heinekenindia.com failed to resolve via DNS in repeated attempts (multiple resolvers/tools) and a direct HTTPS connection to an IP found via one earlier successful DNS answer was reset. As a substitute I searched and found heineken.com/in/en/home, which returned HTTP 200 with title 'Welcome to the world of Heineken® | Heineken.com' and server-rendered (Umbraco CMS) links to /in/en/our-products/, /in/en/our-products/heineken-original/, /in/en/our-products/heineken-0-0/, /in/en/our-products/draught-beer/. robots.txt on heineken.com (200) is Umbraco-style and lists an /in/en/sitemap.xml.","No Cloudflare/CAPTCHA observed (ASP.NET/IIS-style ARRAffinity cookies present, consistent with Azure/IIS hosting).",,Low-Medium — content is server-rendered per-country subpaths; BeautifulSoup sufficient. Estimate 8-15 hours. Not confirmed to contain per-SKU pricing.,,Medium,"Use heineken.com/in/en/ as the working substitute for the requested heinekenindia.com, since the latter domain could not be reached. Flag this substitution clearly since it is a different hostname than specified."
"catalog-extraction (live, this session)","Karnataka State Beverages Corporation Limited (KSBCL) — official Government of Karnataka PSU website, Supplier-wise Item-wise Price List",https://ksbcl.karnataka.gov.in/uploads/supplier%20wise%20item%20wise%20pricing%20details%20as%20on%2030_1784703781.pdf,17 SKUs extracted this session,,,,,,"VERIFIED / SUCCESSFUL ACCESS. I first confirmed the genuine official domain via a web search: ksbcl.karnataka.gov.in resolves to ""Karnataka State Beverages Corporation Limited... Public Sector Undertaking Under Finance Dept, GOK"" with the state emblem and CM's photo (screenshot-confirmed), i.e. this is the real government site, not a lookalike. I loaded the homepage (https://ksbcl.karnataka.gov.in/en) and located, in the actual page navigation/link list, an item labeled ""IML/BEER/WINE PRICE"" which links directly to a PDF hosted on the same government domain: https://ksbcl.karnataka.gov.in/uploads/supplier%20wise%20item%20wise%20pricing%20details%20as%20on%2030_1784703781.pdf (link href extracted via a page-content fetch of the live homepage, and independently confirmed by directly downloading the file with curl). I downloaded this PDF directly (15.5 MB, 750 pages, valid PDF v1.7, produced by ""Pdftools SDK"", last modified per its own metadata Wed Jul 22 2026), ran pdftotext -layout on it, and read the extracted text myself (not a summarization by another model) using grep/sed on the raw text. The document's own header on every page reads ""KARNATAKA STATE BEVERAGES CORPORATION LIMITED — SUPPLIER-WISE ITEM WISE-PRICE LIST AS ON 30.06.2026"" with columns SR NO | ITEM NAME | ITEM CODE | EFFECTIVE DATE | DECLARED PRICE | LANDED COST | KSBCL SELLING PRICE | MRP (values in Rs.), and a footer ""This is a system generated report and does not require signature."" This is exactly the class of official MRP circular/price list requested. All SKU rows reported above (beer name, supplier/brewery name from the preceding 'Supplier :' header row, item code, effective date, and MRP) were read verbatim from this extracted text — nothing was invented or inferred from general knowledge. Fields NOT present anywhere in this document — ABV, calories, barcode/GTIN, product images, manufacturer URLs — were omitted entirely per instructions rather than guessed; I did not fetch brewery/brand websites for these attributes in this pass. I also could not open the site's internal 'Documents' or 'RTI' sections or the ERP/OFS login-gated areas (these require login and were not explored). I did not attempt ksbcl.co.in (a plausible-looking but unrelated/non-resolving domain — DNS lookup failed, confirming it is not the real site) or ksbclonline.karnataka.gov.in (an ERP login portal, not fetched) or ksbcl.com (a third-party-looking mirror found in search results but not verified/fetched — not used as a source). No robots.txt block was encountered; the PDF and homepage were both fetched successfully over HTTPS."
"catalog-extraction (live, this session)",Madhuloka (Bangalore/Karnataka liquor retailer) — Beer category,https://www.madhuloka.com/shop/category/beer-3,95 SKUs extracted this session,,,,,,"VERIFIED (High confidence, direct access): The site https://www.madhuloka.com is a standard server-rendered Odoo e-commerce storefront (not JS-gated behind an SPA), so `curl` with a normal browser User-Agent returned full HTML with product data on every page fetched — no login, geofence, or robots.txt block was encountered. I fetched: (1) the homepage, (2) the Beer category listing at https://www.madhuloka.com/shop/category/beer-3 and its pagination pages /page/2, /page/3, /page/4, /page/5 (5 pages total, ~20 products each = up to 100 listing entries, deduplicated to 95 distinct SKU listings after removing a few clearly non-beer items like SILVERCUP/Carnival Gin/Wingman/Indri Diwali that appear in the Beer category by retailer miscategorization), and (3) 25 individual product detail pages (e.g. /shop/m000067-carlsberg-miracle-can-500-3401) for a representative cross-section of brands. I did NOT fetch all ~95 individual product pages — only 25 — due to time/scope; the rest are listing-page-only data (name, price, and thumbnail image), marked Medium confidence and flagged 'detail page not fetched'. No ABV, beer style, or 'brewery' field is displayed anywhere on this site — I checked several product detail pages (e.g. Carlsberg Miracle Can) and the only structured fields shown are Country, Brand (which is actually the importer/manufacturer/brewing group, e.g. 'Ab Inbev', 'United Breweries', 'Carlsberg India', 'B9 Beverages', 'Sona Beverages', 'Diageo', 'TOIT', 'Sula Import'), and Size (ml). Any 'style' field I included (e.g. Stout, Witbier, Wheat, IPA, Blonde) is inferred purely from the product name text, not a verified site field — labeled inline as inference. Prices shown are the retailer's displayed selling price in INR on the Madhuloka Bangalore storefront; I am treating this as a reasonable proxy for Karnataka MRP per your instructions, but the site itself does not label the number as 'MRP' — it is simply the listed sale price (₹ symbol, INR currency code confirmed in page markup). Image URLs are either the site's own hosted Odoo image endpoint (https://www.madhuloka.com/web/image/product.template/<id>/image_512/... from listing pages) or the full-resolution mirror on https://mtlb.odoo.com/web/image/product.template/<id>/image_1920... found on product detail pages — both confirmed to return HTTP 200 via curl HEAD-equivalent checks on a sample. Where the listing page showed only the generic placeholder image (img_plchr_web.png, not a real product photo), I omitted image_url entirely rather than reporting a fake/generic image as if it were the product photo. No fabricated URLs, prices, ABV, or identifiers were used anywhere; every numeric price and every image/product URL in this output was read directly from fetched HTML I can point to. Several 'duplicate' product names (e.g. three separate 'HEINEKEN SILVER' listings, two 'KF STRONG TIN' listings) are genuinely distinct product IDs/slugs at different prices on the site — likely different pack sizes/variants that the category grid does not visually distinguish; I kept them as separate SKUs rather than merging, since merging would risk misrepresenting distinct catalog entries."
"catalog-extraction (live, this session)",Living Liquidz (livingliquidz.com) - accessed via Wayback Machine archive because live site was down,https://web.archive.org/web/20251215055631/https://www.livingliquidz.com/products/domestic-beers/ale?categorySlug=domestic-beers&categoryId=868,10 SKUs extracted this session,,,,,,"VERIFIED FACT: At the time of this task (fetched live), both https://www.livingliquidz.com/ and https://livingliquidz.com/ returned HTTP 503 with a ""Retry-After: 3600"" header and served a static ""App is under maintenance"" holding page (confirmed via curl and via the browser tool with a screenshot). Robots.txt on the domain likewise served the same maintenance HTML rather than an actual robots.txt. So no live crawl of the real e‑commerce site or its beer category/search pages was possible today.

To still answer the question, I used the Internet Archive Wayback Machine (web.archive.org) CDX API to find real, previously-crawled snapshots of livingliquidz.com's beer category pages and individual beer product pages, and fetched those archived HTML pages directly with curl. This is a genuine, verifiable fallback: every URL cited is a real web.archive.org snapshot URL that I actually fetched and parsed (HTTP 200), not a guess.

Location/pincode requirement: CONFIRMED from the archived pages. The site has a ""Select your City"" modal listing Popular cities Mumbai and Pune as active/selectable, and lists Bangalore (""Banglore""), Orissa, Delhi, and Chennai under ""Other cities — Coming soon..."". This means, as of the archived snapshots (2022–2025), Living Liquidz did NOT service Karnataka/Bangalore at all — it was explicitly marked ""Coming soon"" rather than an active delivery city. Consequently there is no Karnataka-specific pricing available on this site; all prices shown in the archived snapshots default to the Mumbai/Pune catalog and price list. I was not able to select a Bangalore/Karnataka location because the live site is down and the archived site itself shows Bangalore was never an active, selectable location — it likely still is not (unverified for current date, since Karnataka is still listed as ""coming soon"" in the newest snapshot I could access, dated 2025-12-15/2026-04-11).

Beer category structure (verified from archived pages): Beers > Domestic (sub-styles: Mild, Ale, Strong, Wheat) and Beers > International (sub-styles: Strong, Mild). Category URLs use a pattern like /products/domestic-beers/ale?categorySlug=<slug>&categoryId=<id>. Individual product pages use /product/<slug>/<id>.

ABV data: I searched every fetched page (5 category pages + 6 individual product pages) for ""ABV,"" ""% v/v,"" ""alc."" and similar strings and found ZERO instances. Living Liquidz's product pages/listings do not publish ABV anywhere in the visible HTML I could access — so ABV is marked unknown/omitted for every SKU rather than guessed.

Calories, barcode/GTIN, karnataka_mrp: none of these fields appeared on any fetched page for any beer SKU, so they are omitted rather than fabricated.

Brewery field: only inferred where the product description text explicitly named a manufacturer (e.g., Kingfisher pages explicitly say ""manufactured and marketed by United Breweries Ltd.""; Amstel Grande page mentions Dutch heritage and ""UBL's slow-brewing technique,"" implying United Breweries as the Indian brewer/licensee — this is a direct quote from the page, not my inference, though the causal link to ""brewery"" is a light inference). For Bira, London Pilsner, Tuborg, and the Effingut SKUs, no explicit brewery/manufacturer name was stated on the page, so ""brewery"" is omitted or noted as inferred from page text only.

Confidence levels: Medium was assigned to the 6 SKUs where I fetched and read the actual individual product detail page (name, description, per-size prices, brand, country all directly observed). Low was assigned to the 4 Effingut SKUs because I only saw them on a category *listing* page (name, price, size, ""ADD TO CART"" block) and did not fetch/verify an individual product detail page for them — style/brand were inferred from the surrounding category context (Domestic > Mild) rather than confirmed on a dedicated page. All prices are Medium/Low confidence specifically as ""Mumbai/Pune list price observed in an archived snapshot on a specific date,"" NOT as ""current Karnataka price"" — I have zero evidence of Karnataka pricing existing anywhere on this site, live or archived. Nothing in this response was fabricated; every price, size, and URL was read directly from a fetched page (live curl attempt on 2026-08-05, or a specific dated web.archive.org snapshot as cited in each SKU's last_verified_note)."
"catalog-extraction (live, this session)",Tonique (tonique.in / bengaluru.tonique.in),https://www.tonique.in,0 SKUs extracted this session,,,,,,"SUMMARY OF WHAT I ACTUALLY DID: Used WebFetch (an AI-summarizing fetch tool, not raw HTML retrieval) and a real Chromium browser (mcp__plugin_browser_browser) to load pages, plus DuckDuckGo HTML search results.

=== Tonique (tonique.in, bengaluru.tonique.in) — VERIFIED via WebFetch, Medium confidence on existence, no SKUs found ===
tonique.in loaded successfully. It describes itself as ""Asia's largest liquor boutique,"" 1,500+ brands, with physical stores in Hyderabad, Bangalore, and Pune. It shows a ""Beers"" category icon/link but NO individual beer product listings, brand names, sizes, ABV, or prices anywhere on the homepage or on bengaluru.tonique.in (a location-specific microsite with only About/Gallery/Contact sections, phone 080-41303232, email itsupport@tonique.in). This is a landing/marketing page, not an e-commerce catalogue — I could not find a shop or product-listing URL anywhere in its navigation. CONCLUSION: Tonique appears to be a real physical liquor retail chain (Medium confidence — corroborated by an independent LBB.in article calling Tonique ""Asia's biggest liquor store"" in Shivajinagar, Bengaluru), but it has no publicly browsable online beer SKU catalogue that I could find. I did NOT fabricate any product data for it — zero SKUs are reported for this source, as instructed.

=== Booozie.com — DEAD / PARKED DOMAIN (High confidence) ===
Search results named ""Booozie"" (""India's first 10-minute liquor delivery service"") at www.booozie.com/home/catalogue. I navigated an actual browser to https://www.booozie.com/home/catalogue and it redirected to a GoDaddy ""domain parked"" placeholder page (booozie.com is parked, for sale, courtesy of GoDaddy.com). This site is NOT currently operating. No product data exists to extract.

=== Talli Drinks (tallidrinks.com) — VERIFIED via WebFetch + browser, but service area is Mumbai/Thane, NOT Bangalore ===
Found via DuckDuckGo search for ""Bangalore beer home delivery online."" IMPORTANT CAVEAT: the site's own page title (read directly via browser) is ""Kingfisher Strong Beer Price ₹190 | 8% ABV | Buy Online Mumbai & Thane | Talli Drinks"" — i.e., this retailer explicitly serves Mumbai & Thane, not Bangalore/Karnataka. I'm reporting its SKUs anyway since the user asked to report ""any other prominent... liquor delivery site discovered,"" but flagging clearly that it is NOT a Karnataka source. Reported below under a separate source entry.

=== Beer Basket (beerbasket.in) — VERIFIED via browser; URL claims ""Bengaluru"" but footer explicitly EXCLUDES Karnataka ===
Found via DuckDuckGo search ""Bangalore beer home delivery online liquor."" The site has a marketing landing page at https://beerbasket.in/alcohol-home-delivery-in-bengaluru/ mentioning ""Beer, Whiskey, Wine... Home Delivery in Bengaluru in under 60 minutes."" However, when I navigated a real browser to actual product pages (beerbasket.in/product/corona-extra/ and /product/tuborg-strong/) and read the page content directly (not just WebFetch summary), the site-wide footer ""DELIVERY DETAILS"" section explicitly states: ""DELIVERY IN TELANGANA, TAMIL NADU, KERALA, GURUGRAM, MAHARASHTRA, ODISHA & PUNJAB ONLY"" — Karnataka/Bengaluru is NOT listed among actual delivery states, contradicting the marketing landing-page URL slug. This is a directly observed contradiction, High confidence that the /bengaluru/ landing page is likely stale/legacy SEO content and the service may not currently deliver there. Reported below as a source with this caveat prominent.

Other candidates found via search but not usable: onlinealcohol.in (page loaded but had no individual product listings, only category nav — WebFetch returned empty/no extractable SKU data); stayrunners.com (24-hour alcohol delivery aggregator, not investigated further — low relevance); fooddy.in blog (an informational article, not a retailer, naming Swiggy/Zomato/Dunzo/Zepto as apps that carry alcohol delivery in Bangalore, but I did not fetch those apps' catalogues as they are not liquor-specific retail sites and would require app/login access).

All prices/ABV/sizes below were read directly from live page content (via browser accessibility-tree extraction or WebFetch) — not guessed. Where a field wasn't visible on the page, I omitted it rather than inventing it."
"catalog-extraction (live, this session)",United Breweries Limited (unitedbreweries.com) — official brand pages,https://www.unitedbreweries.com/our-brands,22 SKUs extracted this session,,,,,,"unitedbreweries.com sits behind an interstitial ""Age Gate"" (Drupal form requiring DOB + country, POSTed to /age-gate/1) fronted by Cloudflare — the bare domain (no ""www"") returns Cloudflare error 1016 and the apex `unitedbreweries.com` does not resolve via normal DNS in this sandbox (had to use --resolve with the Cloudflare IP found via `dig`). I fetched https://www.unitedbreweries.com/ directly via curl, identified the age-gate Drupal form fields (dob_day/dob_month/dob_year/country/form_build_id/form_id), and submitted a valid POST (DOB 15/06/1990, country=IN) which redirected to /homepage and set the age-verification cookie — this is a real HTTP form submission, not fabricated data, and it succeeded (verified via HTTP 302 redirect and subsequent 200 responses). After that I fetched with the session cookies: the homepage, /our-brands (hub), and every individual brand page under /our-brands/iconic-brands/* (Kingfisher Premium, Strong, Ultra, Ultra Max, Ultra Witbier, Lemon Masala, Mango Berry Twist, Amstel Grande), plus /our-brands/other-brands, /our-brands/our-non-alcoholic-brands, and /our-brands/international-business. All of these were loaded and read directly (verified, not inferred). kingfisherworld.com does NOT belong to Kingfisher/UB — DNS resolves it to an unrelated site (""GemGP by VitalGems — General Practitioners Solutions"", a Dutch healthcare app), so I did not use it as a source. I did not find any downloadable PDF catalogue of the beer product lineup on unitedbreweries.com — the only PDFs found on the homepage are investor-relations documents (quarterly results press release, sustainability/ESG report, annual report), not a product catalogue. No calorie information is published anywhere on the fetched pages. ABV is stated only for Kingfisher Strong, and only as a range (""between 5% and 8%""), not a fixed per-SKU number — this reflects that Kingfisher Strong's actual ABV varies by Indian state due to differing state excise regulations, so the site itself does not commit to one number. No MRP/price data is published on unitedbreweries.com (consistent with the instruction to source retail price elsewhere) — none was recorded here. Heineken Original and Heineken Silver appear on UBL's brand portfolio hub page but their ""Explore"" links route off-site to heineken.com/in rather than to a unitedbreweries.com product page, so their ABV/size/calorie claims are not present on UBL's own site (marked Medium confidence, sourced to heineken.com/in URLs actually observed in the page's HTML). Package sizes for each Kingfisher/Amstel SKU were read directly from the repeated product-name + size text blocks near the bottom of each brand page (e.g. ""Kingfisher Premium 500 ml Can Kingfisher Premium 500 ml Can Kingfisher Premium 650 ml Kingfisher Premium 650 ml Kingfisher Premium 330 ml Kingfisher Premium 330 ml"") and cross-checked against the corresponding product image filenames (e.g. kingfisher-premium-330ml-new.png), which matched. All source URLs listed were pages I actually loaded and read the HTML of on 2026-08-05; none are guessed."
"catalog-extraction (live, this session)","bira91.com (official Bira 91 beer brand website, via live fetch attempt + Wayback Machine archives)",https://bira91.com/,12 SKUs extracted this session,,,,,,"LIVE SITE STATUS (verified directly, High confidence on this specific fact): As of 2026-08-05, https://bira91.com/ does NOT serve the Bira 91 beer content. A direct HTTPS fetch returns a TLS certificate mismatch (cert is issued to *.ksmart.live, not bira91.com), and when fetched anyway over HTTP the server returns a stock 'Apache2 Ubuntu Default Page' — i.e., the domain currently points to a misconfigured/parked server, not the brand's real site. I verified this with both the WebFetch tool (which refused due to cert mismatch) and raw curl (which bypassed the cert check and got the Apache default page, HTTP 200, Content-Length 10671, Last-Modified Nov 2024, ETag matching the default Ubuntu Apache page). robots.txt returned empty/no content.

Because the live site is non-functional, all real product data had to be reconstructed from the Internet Archive Wayback Machine (web.archive.org), which is an independent third party's archived copies of the real bira91.com — not a live/current fetch. I confirmed via the Wayback CDX API that:
- The site was healthy and serving a proper Bira91 product site as recently as 17 Oct 2025 (HTTP 200), but by 8/10/18 Nov 2025 www.bira91.com started returning 503 errors, and the last successful full-page snapshot (3 Aug 2025 / then Oct 2025) showed the page had been reduced to just an ""Age Gating"" splash screen (title: ""Bira | Age Gattting"" [sic]) with no product content rendered in static HTML (content is likely JS-driven and wasn't captured).
- Detailed per-product pages with actual specs (ABV, ingredients, package sizes) only exist in archive snapshots from 2018 (a simpler 5-SKU site: White, Strong, Blonde, Light, IPA) and in 2023-2024 snapshots of a later redesign that added many more SKUs (Rise, Gold, Blonde Summer Lager, Boom/Boom Classic, Malabar Stout, IPA brewed with Pomelo, Superfresh White Citrus/Mango/Berry) but for which the archived HTML only preserved a lineup/nav grid (names + short taglines) and not the numeric ABV/calorie detail blocks — those appear to be injected by JavaScript that the Wayback Machine's static crawler did not capture.

CONFIDENCE AND METHOD NOTES:
- High confidence: the live-site status (broken/cert-mismatched/serving default Apache page) — directly observed today.
- Medium confidence: the 2018-era 5-SKU lineup (White 4.7% ABV / Strong 7% / Blonde 4.7% / Light 4% / IPA 7%), package sizes, and Light's calorie claim — directly read from archived HTML of the dedicated per-product pages, but the source itself is 6-8 years old and the 2024 snapshot shows the lineup and even some ABV/positioning had changed (e.g., 'Strong' and original 'IPA' don't appear by those exact names in the 2024 nav; Light's calorie count differs, 90 vs 80 calories, between the two eras' pages, an internal inconsistency I flagged rather than resolved).
- Low confidence: the newer 2023-2024 SKUs (Rise, Gold, Blonde Summer Lager, Boom, Malabar Stout, IPA brewed with Pomelo, Superfresh White Citrus/Mango/Berry) — I only recovered product names and one-line taglines from a lineup grid; no ABV, calories, or package size could be found for these in any page I could load, and I explicitly avoided guessing values for them (per the no-fabrication rule).
- Karnataka availability: NOT mentioned anywhere on bira91.com in any version I could access (2018 per-product pages, 2024 lineup pages, or the current broken site). I found no state-availability, ""find near you"", or store-locator content referencing Karnataka on the brand's own domain. This should be reported as ""not found / not confirmed on-site"" rather than assumed true or false.
- Barcode/GTIN, Karnataka MRP, and calorie data for any SKU beyond Light were not present on any bira91.com page I could retrieve, so those fields are omitted rather than guessed, per instructions.
- I could not access an authenticated or JS-rendered version of the current site (no browser-automation tool was available in this session besides basic fetch/curl), so it's possible the live site (when functioning normally, e.g. on a different day) contains additional or updated product/Karnataka-availability information not reflected in the static archived captures I used."
